seed,algo,f1,f2,f3,f4,hv,hv_sub,front_size,evals,wall_s,delta_h_mean,delta_h_max,gini_delta_h,T_end_max,cycles_max
50,NSGA-II-3obj,305.0,2229.495618724853,1359.5,0.0,0.42705701043505656,0.7037655507605348,51,20000,0.906,0.08846310429832513,0.2498645386460292,0.3532723667517683,84.38599871367211,0.8400000000000006
50,NSGA-III,329.66666666666663,2189.5038278498846,1342.5,0.0,0.5301845991160707,0.44504113387911676,45,20000,0.895,0.08711149673628843,0.2435254019317431,0.4202139599457675,84.67583497419682,0.9140000000000007
50,MOEA/D,282.6666666666667,2124.8585803842275,1307.0,0.0,0.7221346106363031,0.682790178827466,87,20000,3.307,0.08652436898564311,0.23060213030310783,0.3733728081763774,84.1067209398083,0.7660000000000006
50,GA-SA,297.0,2199.034346040453,1265.666666666667,0.0,0.5940418225123281,0.5417876393351629,1,20000,6.84,0.08617778109781193,0.2601279505115539,0.3769400177651274,86.34154196803286,0.7860000000000006
50,A*-GA,296.99999999999994,2252.4413673477598,1359.3333333333335,0.0,0.12526189617846245,1.0,1,20000,1.174,0.09095489698264007,0.2500355031458288,0.4275054972239729,85.0149523775557,0.8160000000000006
50,LWC,350.33333333333337,2530.2440948972985,1297.0000000000002,0.0,0.4525451260250669,0.40703801658342115,28,20000,0.883,0.08298566990451092,0.24245534966937599,0.4271097775677577,85.86591472342343,0.9460000000000007
51,AW-NSGA-II,278.0,2207.4342391372907,1274.1666666666667,0.0,0.5465843664122938,0.5271856334228688,19,20000,0.85,0.11499744708500441,0.22048922021610806,0.3747163246920022,80.98382457894658,0.7540000000000006
51,NSGA-II-2obj,304.0,2198.482621161299,1312.1666666666665,0.0,0.3429083568667048,0.4186163517432996,9,20000,0.928,0.11434112930753446,0.24008667571240738,0.3472082880044387,82.412076081896,0.8220000000000006
51,NSGA-II-3obj,379.3333333333333,2540.4084382135275,1244.8333333333333,0.0,0.5334218570473928,0.6166762736306316,54,20000,0.811,0.11075340354423435,0.24714932190271122,0.4202320568226541,84.9508286345462,1.018
51,NSGA-III,294.3333333333333,2254.589787411894,1264.3333333333333,0.0,0.6331397653349322,0.6246863279090682,46,20000,0.906,0.11343552593048194,0.23344236730336188,0.3725299360905976,82.81087011164442,0.8080000000000006
51,MOEA/D,273.33333333333337,2169.720104374375,1272.6666666666665,0.0,0.6527481049692212,0.6316860994165879,98,20000,3.414,0.11576529568186386,0.24567278436788742,0.3971068107654354,83.27432220477394,0.7440000000000005
51,GA-SA,290.3333333333333,2320.211353560043,1237.8333333333335,0.0,0.5725088429755848,0.5725088429755848,1,20000,8.585,0.11223245885342333,0.22790714042546345,0.3296508921925547,82.14012155089898,0.7960000000000006
51,A*-GA,290.0,2296.3997689476555,1329.0,0.0,0.040767250371699815,1.0,2,20000,1.43,0.11875608168498153,0.23568821955201824,0.377971058156503,82.56766408630509,0.8100000000000006
51,LWC,296.33333333333337,2133.422744176611,1323.3333333333337,0.0,0.620112461540766,0.6011900218958324,38,20000,1.074,0.11396921542072636,0.238460553532028,0.3613588724208323,81.10214873101484,0.8140000000000006
52,AW-NSGA-II,321.33333333333337,2313.3411540395514,1302.3333333333333,0.0,0.5157076358762791,0.3885187460215437,35,20000,1.018,0.06491446088170977,0.2305791655940128,0.4377032221644823,82.11995487754184,0.8740000000000007
52,NSGA-II-2obj,320.33333333333337,2361.20906118367,1357.8333333333333,0.0,0.14242996642152783,0.698805481392259,8,20000,1.118,0.06411541706263016,0.22056401486916954,0.3686716348770258,82.4541413200051,0.8860000000000007
52,NSGA-II-3obj,358.33333333333337,2592.7931006048516,1295.3333333333335,0.0,0.2703241606431813,0.7284790199097516,68,20000,1.083,0.06067766758643615,0.2607176490447284,0.542352062817405,87.4157580302053,0.9700000000000008
52,NSGA-III,274.33333333333337,2321.916021209442,1285.8333333333333,0.0,0.5617328781843932,0.45520681688525066,8,20000,1.132,0.06348511228787089,0.24161008650700577,0.4178790807897197,87.45979261809813,0.7480000000000006
52,MOEA/D,280.6666666666667,2244.881198541035,1284.8333333333333,0.0,0.6987403305102052,0.6042938362866066,72,20000,4.177,0.06444859707244538,0.2362836493547189,0.4238744519863398,86.92586770557713,0.7600000000000006
52,GA-SA,266.0,2343.4041238737514,1257.3333333333333,0.0,0.7583235112873681,0.7173953767544321,1,20000,8.204,0.06594775987878397,0.24031756201913423,0.4292259732460513,84.88283868557104,0.7220000000000005
52,A*-GA,297.6666666666667,2315.8412823414074,1365.0,0.0,0.10739697981766234,1.0,11,20000,1.482,0.06876118391394564,0.249311613038962,0.41686244368903425,82.7653800751821,0.8180000000000006
52,LWC,342.66666666666663,2579.774420438909,1288.3333333333335,0.0,0.34640427547632846,0.21670298003500596,57,20000,0.889,0.06488324323519311,0.26145397213290567,0.4744361463980098,87.54199532099523,0.9380000000000007
53,AW-NSGA-II,391.6666666666667,2498.4543800126953,1275.3333333333333,0.0,0.5119088133384432,0.3713228349316892,55,20000,0.996,0.0829207114091676,0.21668481357744085,0.4146896135696796,86.95725183878008,1.0699999999999983
53,NSGA-II-2obj,292.0,2529.4505355506462,1337.5,0.0,0.27793038105239387,0.5581401989648845,14,20000,1.125,0.09121672254453703,0.20860628523659408,0.39036038723203736,81.03847214207048,0.7980000000000006
53,NSGA-II-3obj,304.6666666666667,2335.8061857994585,1279.0000000000002,0.0,0.5591718976639508,0.8338530646016074,47,20000,0.971,0.08942904962644883,0.20536590463993687,0.37867110645374624,81.9339398152958,0.8240000000000006
53,NSGA-III,320.66666666666663,2203.0540352204575,1336.3333333333333,0.0,0.6676353739750704,0.5212790638695535,30,20000,1.008,0.09011208427815835,0.2109405487121131,0.4023922381185856,80.0306026091938,0.8720000000000007
53,MOEA/D,285.6666666666667,2156.27805497271,1286.3333333333333,0.0,0.7063405531280808,0.640419960789761,95,20000,3.376,0.08817444861703712,0.20549879332446508,0.3317996538983239,85.65771334770595,0.7820000000000006
53,GA-SA,289.6666666666667,2206.2541778766804,1254.1666666666667,0.0,0.7923729644960806,0.7175379444623329,1,20000,7.309,0.0878324844273527,0.1732136284969048,0.3272732777904017,82.94031037104554,0.7940000000000006
