config,arm,seed,f1,f2_full,share_low,gini_delta_h,delta_h_low_mean,delta_h_max,h_end_min_lowgrp
W3,hard,10,610.0,6279.470106713014,0.0,0.718640924727546,0.0,0.3697345256183878,0.3691009917952615
W3,nohealth,10,337.0,2854.4872346888433,0.6,0.3325081556756686,-0.20821918010160964,0.17894547130989258,0.6401945019637054
W3,full,11,326.6666666666667,2953.8086748614023,0.6,0.2890151535259964,-0.20888040451129686,0.2899920931569675,0.6387580248516097
W3,hard,11,742.6666666666667,7356.438878034201,0.0,0.6571230006576028,0.0,0.3471026652415993,0.38321828583424916
W3,nohealth,11,371.3333333333333,3018.1203642155606,0.6,0.29943344152987494,-0.18702612928968573,0.2784510644381655,0.6056663547051644
W3,full,12,722.6666666666666,6217.618736539185,0.16,0.5658384415535807,-0.16211888724812784,0.21487293948335418,0.3556335536421309
W3,hard,12,690.0,7407.829632706784,0.0,0.7297156959433106,0.0,0.22325563667679316,0.3556335536421309
W3,nohealth,12,293.6666666666667,3113.533784604438,0.62,0.28713222626560264,-0.26340143125230103,0.14587850487739762,0.6311602446200528
W3,full,13,722.3333333333334,4990.799233300368,0.08,0.4948625094844703,-0.13746799291148207,0.3552295661846717,0.3326532858142075
W3,hard,13,494.33333333333337,4801.58650497956,0.0,0.6368308965629916,0.0,0.3680469344669879,0.3326532858142075
