seed,variant,row,f1,f2,f3,f4,knee
1,-health,14,344.6666666666667,1973.1913673175027,1385.6666666666665,0.0,0
1,-health,15,295.0,2066.231681652518,1351.8333333333333,0.0,0
1,-health,16,300.66666666666663,2095.7105158220243,1350.5000000000002,0.0,0
1,-health,17,292.6666666666667,2081.7138887957653,1357.0,0.0,0
1,-health,18,307.0,2062.042997303506,1346.6666666666667,0.0,0
1,-health,19,302.6666666666667,2063.543923229432,1350.8333333333333,0.0,0
1,-health,20,295.0,2066.231681652518,1351.8333333333333,0.0,0
1,-health,21,311.66666666666663,2046.0994043545397,1346.8333333333335,0.0,0
1,-health,22,303.66666666666663,2049.433811761947,1351.6666666666667,0.0,0
1,-health,23,302.6666666666667,2063.543923229432,1350.8333333333333,0.0,0
1,-health,24,344.6666666666667,1973.857737687873,1384.3333333333333,0.0,0
1,-health,25,339.6666666666667,1978.6528774582853,1394.8333333333333,0.0,1
1,-health,26,302.6666666666667,2063.543923229432,1350.8333333333333,0.0,0
1,-health,27,295.3333333333333,2034.4537313344842,1361.0,0.0,0
1,-health,28,302.6666666666667,2106.8766269331354,1347.9999999999998,0.0,0
1,-adaptW,0,345.3333333333333,2488.8664330732677,1346.8333333333333,0.0,0
1,-adaptW,1,299.00000000000006,2346.217861043958,1371.0000000000002,0.0,0
1,-adaptW,2,299.66666666666663,2333.9110001546633,1372.1666666666667,0.0,0
1,-adaptW,3,305.0,2359.040303569667,1367.8333333333333,0.0,0
1,-adaptW,4,282.33333333333337,2381.084456147745,1369.1666666666667,0.0,0
1,-adaptW,5,295.3333333333333,2405.9627729983786,1349.3333333333333,0.0,0
1,-adaptW,6,328.0,2345.1645545944884,1369.8333333333335,0.0,0
1,-adaptW,7,285.0,2388.3648859645004,1353.5,0.0,0
1,-adaptW,8,285.66666666666663,2364.0706704246218,1360.3333333333335,0.0,0
1,-adaptW,9,295.3333333333333,2376.844626364412,1355.5,0.0,0
1,-adaptW,10,345.3333333333333,2488.8664330732677,1346.8333333333333,0.0,0
1,-adaptW,11,285.0,2381.7857737376594,1354.1666666666667,0.0,0
1,-adaptW,12,295.3333333333333,2405.9627729983786,1349.3333333333333,0.0,0
1,-adaptW,13,285.0,2388.3648859645004,1353.5,0.0,0
1,-adaptW,14,362.99999999999994,2307.2265053262154,1385.6666666666667,0.0,1
1,-adaptW,15,295.3333333333333,2376.844626364412,1355.5,0.0,0
1,-adaptW,16,299.00000000000006,2346.217861043958,1371.0000000000002,0.0,0
1,-adaptW,17,282.33333333333337,2381.6702328097927,1361.8333333333335,0.0,0
1,-adaptW,18,295.3333333333333,2376.844626364412,1355.5,0.0,0
1,-adaptW,19,299.66666666666663,2325.20486185675,1376.1666666666667,0.0,0
1,-adaptW,20,332.3333333333333,2314.517329991265,1376.0,0.0,0
1,-adaptW,21,299.00000000000006,2343.218231414328,1372.6666666666667,0.0,0
1,-adaptW,22,285.66666666666663,2364.0706704246218,1360.3333333333335,0.0,0
1,-impAstar,0,333.99999999999994,2396.3343840295693,1378.1666666666667,0.0,0
1,-impAstar,1,338.6666666666667,2397.2449273436955,1375.1666666666667,0.0,0
1,-impAstar,2,313.66666666666663,2416.4123662388306,1358.6666666666667,0.0,0
1,-impAstar,3,348.0,2368.454633585638,1378.8333333333335,0.0,0
1,-impAstar,4,313.66666666666663,2398.7515021475597,1368.6666666666665,0.0,1
1,-impAstar,5,287.0,2414.8142922444517,1374.0,0.0,0
1,-impAstar,6,340.66666666666663,2377.583706233385,1367.8333333333333,0.0,0
1,-impAstar,7,330.0,2357.8068153187414,1402.1666666666665,0.0,0
1,-impAstar,8,331.6666666666667,2382.302954757715,1383.3333333333333,0.0,0
1,-impAstar,9,348.0,2351.701433924551,1381.6666666666667,0.0,0
1,-impAstar,10,313.66666666666663,2398.7515021475597,1368.6666666666665,0.0,0
1,-impAstar,11,348.0,2351.701433924551,1381.6666666666667,0.0,0
1,-impAstar,12,372.0,2410.996718337117,1366.1666666666667,0.0,0
