arm,lam,seed,delta_h_mean,delta_h_max,gini_delta_h,delta_h_low_mean,delta_h_high_mean,h_end_min_lowgrp,share_low
nohealth,2.0,8,-0.10546438686825291,0.1712991701912533,0.4624745723659096,-0.2626317587016704,0.051702984965164636,0.7180530253310196,0.54
full,2.0,9,-0.02506564453066898,0.19979069170139507,0.4624532138501234,-0.1488890784808306,0.09875778941949265,0.37073366093323484,0.18
hard,2.0,9,0.05668859423734622,0.19995939793143047,0.6434790470780942,0.0,0.11337718847469244,0.37073366093323484,0.0
nohealth,2.0,9,-0.10271351138988823,0.14526015188147745,0.3468979557212426,-0.2658274889066926,0.060400466126916116,0.7100467063181871,0.48
full,2.0,10,-0.022645112763831115,0.23822620474262313,0.3044600791397831,-0.21970550271943984,0.17441527719177763,0.3390643909447751,0.22
hard,2.0,10,0.09453338303977478,0.258166591757265,0.580497769001159,0.0,0.18906676607954956,0.3390643909447751,0.0
nohealth,2.0,10,-0.08247946542240221,0.1529432694829178,0.29759311429678714,-0.279957506067974,0.11499857522316959,0.7114303982214393,0.52
full,2.0,11,-0.07681174014441042,0.25129186479305277,0.2980193837205256,-0.27416728961628023,0.12054380932745938,0.7173645167510578,0.2
hard,2.0,11,0.06781524315307852,0.2847494239599411,0.7059749964362476,0.0,0.13563048630615704,0.45073443288627635,0.0
nohealth,2.0,11,-0.07889176923795295,0.20004492644602423,0.30635703256186586,-0.22132322833891438,0.06353968986300847,0.7039935520252313,0.56
full,2.0,12,-0.041440574068262535,0.24003024540080387,0.4784721504744254,-0.20119134692940843,0.11831019879288336,0.3130542734150614,0.14
hard,2.0,12,0.06853537579721242,0.24650774310410517,0.6609549406846302,0.0,0.13707075159442483,0.3130542734150614,0.0
nohealth,2.0,12,-0.11066937734952464,0.20066221820086105,0.3414430362490335,-0.3002586893438295,0.07891993464478023,0.7163509864573671,0.52
full,2.0,13,0.07399857754639824,0.27798823378048076,0.43631747584424074,-0.06779673136262261,0.2157938864554191,0.40337630160904503,0.22
hard,2.0,13,0.1146410179413011,0.2891508727193661,0.5833287294039107,0.0,0.2292820358826022,0.40337630160904503,0.0
nohealth,2.0,13,-0.033549955626878195,0.25128127425071,0.21459200547112367,-0.24828840682940392,0.18118849557564756,0.7246305474655267,0.44
full,2.0,14,-0.039933230538651845,0.17147360485932506,0.4644842119353594,-0.19993248734859254,0.12006602627128886,0.3184417814980253,0.14
hard,2.0,14,0.06767335571086161,0.1823890536140591,0.5657991533923652,0.0,0.13534671142172322,0.30680354550185696,0.0
nohealth,2.0,14,-0.14300783172711645,0.12309378313187647,0.3998863888897801,-0.35428739777219553,0.06827173431796263,0.7088162277341455,0.52
full,2.0,15,-0.11915475852763721,0.20087945616710357,0.3148530180199056,-0.3337657824454917,0.09545626539021727,0.7395068434307179,0.48
hard,2.0,15,0.07251932120341734,0.24640447784854325,0.6698038257155547,0.0,0.14503864240683467,0.35453568606737923,0.0
nohealth,2.0,15,-0.12289533918147347,0.17932287466351038,0.33110594357238354,-0.31056893144386155,0.06477825308091463,0.6957709267328642,0.56
full,2.0,16,-0.018852104673354603,0.18861158222932795,0.4653442891689761,-0.16058159018627888,0.12287738083956967,0.306164891857608,0.28
hard,2.0,16,0.07381584636400143,0.20732143476329024,0.6239953790959103,0.0,0.14763169272800286,0.306164891857608,0.0
nohealth,2.0,16,-0.10794324966741078,0.18054981298114037,0.331397590262954,-0.3073284279306978,0.09144192859587626,0.699413282840927,0.54
full,2.0,17,-0.02755302870317085,0.2383059890756074,0.4733428997452789,-0.18222455988300626,0.12711850247666454,0.4148661270249999,0.24
hard,2.0,17,0.07438838136626395,0.25995604106109105,0.653495515837383,0.0,0.1487767627325279,0.4148661270249999,0.0
nohealth,2.0,17,-0.09691376776101521,0.23879137461481215,0.29834466665282156,-0.27238863146116976,0.07856109593913933,0.6977026583061415,0.52
full,2.0,18,0.005060725316645742,0.21132080235916084,0.2815392347241419,-0.15836417409722328,0.16848562473051476,0.4558863766453769,0.24
hard,2.0,18,0.09133042306331395,0.2476272602159746,0.5891772032128455,0.0,0.1826608461266279,0.42521318803445496,0.0
nohealth,2.0,18,-0.045536219360211114,0.17214488835182795,0.20999345550046877,-0.21644359248487718,0.12537115376445498,0.7186400443848328,0.58
full,2.0,19,-0.026527974371554804,0.24826849110264304,0.4214154999427977,-0.20692057652165663,0.15386462777854704,0.3029397554043654,0.18
hard,2.0,19,0.08449390459432163,0.2662220239188202,0.6172010147677203,0.0,0.16898780918864326,0.3029397554043654,0.0
nohealth,2.0,19,-0.10903150636004484,0.18514635989183215,0.2949086082633121,-0.34480923146742753,0.12674621874733788,0.7402697212610836,0.42
full,2.0,20,-0.0876821314136827,0.1395048041785829,0.3539126667853152,-0.25102166054156194,0.07565739771419662,0.7431202215556139,0.5
hard,2.0,20,0.06308306569086627,0.19081322748963025,0.6105734907005449,0.0,0.12616613138173255,0.42345039645223287,0.0
nohealth,2.0,20,-0.08772534721768466,0.11165894944688082,0.3475138793134638,-0.2417798707704626,0.06632917633509325,0.7151069026560402,0.56
full,2.0,21,0.00947969439716435,0.24992680605573603,0.42120902370443103,-0.1164727832731655,0.1354321720674942,0.36783207786804173,0.2
hard,2.0,21,0.07961839398404533,0.2445463044513575,0.6448718344745674,0.0,0.15923678796809065,0.36783207786804173,0.0
nohealth,2.0,21,-0.07531305407631367,0.14950461496816947,0.31987651828520614,-0.2370563219892569,0.08643021383662959,0.7097183132316446,0.54
full,2.0,22,0.00418395366892933,0.26805970794986245,0.4271683705839455,-0.14175585320909198,0.15012376054695065,0.3137393541194783,0.3
hard,2.0,22,0.08970552524924612,0.27976363648798275,0.6424197869405133,0.0,0.17941105049849224,0.3137393541194783,0.0
nohealth,2.0,22,-0.08214114579424567,0.23833598973111358,0.3396514203479153,-0.29331625910358244,0.1290339675150911,0.7032559748927993,0.44
full,2.0,23,-0.0834051324407026,0.20507204991908456,0.34299820199568076,-0.278263861575679,0.1114535966942738,0.7136274023298292,0.5
hard,2.0,23,0.07749959512767123,0.23483590189208758,0.6231975867376078,0.0,0.15499919025534245,0.3158085206812917,0.0
nohealth,2.0,23,-0.0879408873317808,0.1840264969787062,0.36574490717942276,-0.26903121152417364,0.09314943686061208,0.6900077773988497,0.54
full,2.0,24,-0.011987759106470142,0.2520415717884751,0.3948460273656531,-0.17190713314583894,0.14793161493289866,0.30667490420366283,0.16
hard,2.0,24,0.07551179697264851,0.24615315073293398,0.6080969116919317,0.0,0.15102359394529702,0.30667490420366283,0.0
nohealth,2.0,24,-0.09409133537512823,0.1796777507340891,0.3448234770938745,-0.2779826645357983,0.08979999378554193,0.727286291107106,0.52
full,2.0,25,-0.07729627799855196,0.12920423753774402,0.43082260367461833,-0.24385998286055557,0.08926742686345164,0.3938311204652987,0.18
hard,2.0,25,0.049048514209056204,0.1422930473738938,0.6048200703866586,0.0,0.09809702841811241,0.33441176769914865,0.0
nohealth,2.0,25,-0.14139541476228648,0.08520564304638278,0.4436874358851215,-0.3190699191692502,0.03627908964467723,0.7166440172786475,0.5
full,2.0,26,-0.0336257017199534,0.23004105004551434,0.339859694042542,-0.2223230064518258,0.155071603011919,0.3074937805257015,0.26
hard,2.0,26,0.08667501761094656,0.27286137420090373,0.6642440049887324,0.0,0.17335003522189313,0.3074937805257015,0.0
nohealth,2.0,26,-0.09779395211478725,0.1878226511417811,0.3267315479032935,-0.29217065429512906,0.09658275006555454,0.7140542661235376,0.52
full,2.0,27,-0.09731714378094727,0.18726983567599853,0.31152653430770116,-0.2945098557099025,0.09987556814800795,0.7196338555139186,0.48
hard,2.0,27,0.06970378176888538,0.21964929697582125,0.6579108308558703,0.0,0.13940756353777076,0.4267015788733378,0.0
nohealth,2.0,27,-0.09960878458664836,0.1446619268397895,0.31214947956052597,-0.28602666415498046,0.08680909498168377,0.7134922890757869,0.46
full,2.0,28,-0.016710493594546322,0.2476999302390055,0.422354708989388,-0.1819435391832242,0.14852255199413153,0.34964960671307627,0.12
hard,2.0,28,0.08171458679845106,0.26519361046682555,0.6401690837132836,0.0,0.16342917359690212,0.34964960671307627,0.0
nohealth,2.0,28,-0.08692300220741475,0.21439289862917277,0.3132055620147647,-0.2903946033253901,0.11654859891056057,0.7230937002133622,0.46
full,2.0,29,-0.01727409527368141,0.2771970658046474,0.48907353275196264,-0.14743557126700818,0.11288738071964535,0.3368144063294138,0.2
hard,2.0,29,0.07213762045505948,0.27863005268453334,0.6421086436770402,0.0,0.14427524091011895,0.3368144063294138,0.0
nohealth,2.0,29,-0.10203967281108514,0.2394060655466803,0.3368843068241163,-0.28858725636768223,0.08450791074551196,0.7065295875568421,0.52
full,2.0,30,-0.004750128835774836,0.27055058717569125,0.4624400790032499,-0.13971039516020814,0.13021013748865845,0.34748439816501486,0.18
hard,2.0,30,0.07241178463639024,0.2723292081438319,0.6820437476030006,0.0,0.14482356927278048,0.34748439816501486,0.0
nohealth,2.0,30,-0.09944184118521184,0.2189205407841004,0.3731625404080188,-0.2742131217736201,0.07532943940319647,0.7049179282155583,0.56
