scenario,strategy,beta,seed,instance,t_inj,fault_type,f1_base,f1_event,deg_pct,timeout,response_ms,warn_t,lead_time,warn_agv,detected,false_pos,maint_enter,min_h,replan_applied
fault,EHCO,0.005,13,1,139.2060032799555,vibration,312.0,335.0,7.371794871794872,0,490.56180000116,163.0,23.793996720044504,7,1,0,187.0,0.39462048690636076,1
fault,EHCO,0.005,14,1,139.2060032799555,vibration,280.0,310.0,10.714285714285714,0,477.12440000032075,157.0,17.793996720044504,0,1,0,189.0,0.41752287181297376,1
fault,EHCO,0.005,15,1,139.2060032799555,vibration,369.0,395.0,7.046070460704606,0,489.6645000007993,163.0,23.793996720044504,0,1,0,205.0,0.38103398300053426,1
fault,EHCO,0.005,16,1,139.2060032799555,vibration,300.0,321.0,7.000000000000001,0,507.6712000009138,161.0,21.793996720044504,3,1,0,202.0,0.42508913109239,1
fault,EHCO,0.005,17,1,139.2060032799555,vibration,391.0,329.0,-15.856777493606138,0,464.3181999999797,159.0,19.793996720044504,3,1,0,221.0,0.42054734268082394,1
fault,EHCO,0.005,18,1,139.2060032799555,vibration,428.0,348.0,-18.69158878504673,0,519.7748999999021,161.0,21.793996720044504,6,1,0,200.0,0.4003006807402506,1
fault,EHCO,0.005,19,1,139.2060032799555,vibration,308.0,343.0,11.363636363636363,0,486.68610000095214,159.0,19.793996720044504,6,1,0,201.0,0.3979100438520951,1
fault,EHCO,0.005,20,1,139.2060032799555,vibration,399.0,391.0,-2.0050125313283207,0,490.5195999999705,160.0,20.793996720044504,0,1,0,211.0,0.3836807420690529,1
fault,EHCO,0.005,21,1,139.2060032799555,vibration,337.0,324.0,-3.857566765578635,0,488.1139000026451,162.0,22.793996720044504,1,1,0,229.0,0.4368989536923968,1
fault,EHCO,0.005,22,1,139.2060032799555,vibration,344.0,362.0,5.232558139534884,0,478.125400000863,157.0,17.793996720044504,8,1,0,191.0,0.38038875663172667,1
fault,EHCO,0.005,23,1,139.2060032799555,vibration,357.0,348.0,-2.5210084033613445,0,509.4920000010461,161.0,21.793996720044504,9,1,0,190.0,0.3863746420005112,1
fault,EHCO,0.005,24,1,139.2060032799555,vibration,275.0,312.0,13.454545454545455,0,463.44519999911427,159.0,19.793996720044504,3,1,0,221.0,0.4278281607922158,1
fault,EHCO,0.005,25,1,139.2060032799555,vibration,356.0,308.0,-13.48314606741573,0,478.1686999995145,159.0,19.793996720044504,3,1,0,218.0,0.4419666622050993,1
fault,EHCO,0.005,26,1,139.2060032799555,vibration,285.0,312.0,9.473684210526317,0,473.16270000010263,162.0,22.793996720044504,8,1,0,213.0,0.4290845780537463,1
fault,EHCO,0.005,27,1,139.2060032799555,vibration,473.0,307.0,-35.095137420718814,0,508.6501000005228,160.0,20.793996720044504,0,1,0,240.0,0.458115943558625,1
fault,EHCO,0.005,28,1,139.2060032799555,vibration,335.0,396.0,18.208955223880597,0,504.5076999995217,155.0,15.793996720044504,6,1,0,229.0,0.38019421554635824,1
fault,EHCO,0.005,29,1,139.2060032799555,vibration,348.0,331.0,-4.885057471264368,0,463.523599999462,158.0,18.793996720044504,1,1,0,201.0,0.40353482898523135,1
fault,EHCO,0.005,30,1,139.2060032799555,vibration,302.0,298.0,-1.3245033112582782,0,438.63600000258884,163.0,23.793996720044504,8,1,0,208.0,0.4350816825596716,1
fault,EHCO,0.005,1,2,181.7052044143888,thermal,316.0,316.0,0.0,0,,380.0,198.2947955856112,8,1,0,None,0.599907684165703,0
fault,EHCO,0.005,2,2,181.7052044143888,thermal,325.0,325.0,0.0,0,,390.0,208.2947955856112,7,1,0,None,0.5999751809071981,0
fault,EHCO,0.005,3,2,181.7052044143888,thermal,307.0,380.0,23.778501628664493,0,,385.0,203.2947955856112,0,1,0,None,0.5997628524498076,0
fault,EHCO,0.005,4,2,181.7052044143888,thermal,394.0,394.0,0.0,0,,403.0,221.2947955856112,6,1,0,None,0.5997546815828991,0
fault,EHCO,0.005,5,2,181.7052044143888,thermal,334.0,593.0,77.54491017964071,0,,380.0,198.2947955856112,2,1,0,None,0.5651176205092585,0
fault,EHCO,0.005,6,2,181.7052044143888,thermal,297.0,297.0,0.0,0,,384.0,202.2947955856112,8,1,0,None,0.5997261910118415,0
fault,EHCO,0.005,7,2,181.7052044143888,thermal,355.0,355.0,0.0,0,,402.0,220.2947955856112,1,1,0,None,0.5999444793096472,0
fault,EHCO,0.005,8,2,181.7052044143888,thermal,350.0,480.0,37.142857142857146,0,,394.0,212.2947955856112,6,1,0,None,0.5784205798602315,0
fault,EHCO,0.005,9,2,181.7052044143888,thermal,373.0,373.0,0.0,0,,388.0,206.2947955856112,7,1,0,None,0.599765224704946,0
fault,EHCO,0.005,10,2,181.7052044143888,thermal,284.0,284.0,0.0,0,,394.0,212.2947955856112,7,1,0,None,0.5997923146166798,0
fault,EHCO,0.005,11,2,181.7052044143888,thermal,321.0,456.0,42.05607476635514,0,,404.0,222.2947955856112,9,1,0,None,0.5851165414971546,0
fault,EHCO,0.005,12,2,181.7052044143888,thermal,313.0,364.0,16.293929712460063,0,,399.0,217.2947955856112,5,1,0,None,0.5998089659088673,0
fault,EHCO,0.005,13,2,181.7052044143888,thermal,312.0,380.0,21.794871794871796,0,,382.0,200.2947955856112,9,1,0,None,0.5998921736595885,0
fault,EHCO,0.005,14,2,181.7052044143888,thermal,280.0,280.0,0.0,0,,395.0,213.2947955856112,3,1,0,None,0.5998918175204329,0
fault,EHCO,0.005,15,2,181.7052044143888,thermal,369.0,369.0,0.0,0,,398.0,216.2947955856112,3,1,0,None,0.5997460291194521,0
fault,EHCO,0.005,16,2,181.7052044143888,thermal,300.0,300.0,0.0,0,,395.0,213.2947955856112,2,1,0,None,0.5997152755559975,0
fault,EHCO,0.005,17,2,181.7052044143888,thermal,391.0,391.0,0.0,0,,402.0,220.2947955856112,6,1,0,None,0.59983068993955,0
fault,EHCO,0.005,18,2,181.7052044143888,thermal,428.0,428.0,0.0,0,,406.0,224.2947955856112,8,1,0,None,0.5947301713455811,0
fault,EHCO,0.005,19,2,181.7052044143888,thermal,308.0,404.0,31.16883116883117,0,,388.0,206.2947955856112,7,1,0,None,0.5945709130467296,0
fault,EHCO,0.005,20,2,181.7052044143888,thermal,399.0,452.0,13.283208020050125,0,,387.0,205.2947955856112,5,1,0,None,0.5824554410326508,0
fault,EHCO,0.005,21,2,181.7052044143888,thermal,337.0,487.0,44.510385756676556,0,,392.0,210.2947955856112,8,1,0,None,0.5769489438611478,0
fault,EHCO,0.005,22,2,181.7052044143888,thermal,344.0,507.0,47.383720930232556,0,,391.0,209.2947955856112,5,1,0,None,0.5739581435753278,0
fault,EHCO,0.005,23,2,181.7052044143888,thermal,357.0,406.0,13.725490196078432,0,,390.0,208.2947955856112,4,1,0,None,0.5945151477585893,0
fault,EHCO,0.005,24,2,181.7052044143888,thermal,275.0,275.0,0.0,0,,407.0,225.2947955856112,6,1,0,None,0.5997766150352194,0
fault,EHCO,0.005,25,2,181.7052044143888,thermal,356.0,619.0,73.87640449438202,0,,377.0,195.2947955856112,5,1,0,None,0.5635829547603943,0
fault,EHCO,0.005,26,2,181.7052044143888,thermal,285.0,285.0,0.0,0,,403.0,221.2947955856112,1,1,0,None,0.5997591367518698,0
fault,EHCO,0.005,27,2,181.7052044143888,thermal,473.0,453.0,-4.2283298097251585,0,237.9862999987381,388.0,206.2947955856112,6,1,0,None,0.5997581720067782,1
fault,EHCO,0.005,28,2,181.7052044143888,thermal,335.0,447.0,33.43283582089553,0,,401.0,219.2947955856112,0,1,0,None,0.5866042175913034,0
fault,EHCO,0.005,29,2,181.7052044143888,thermal,348.0,348.0,0.0,0,,399.0,217.2947955856112,9,1,0,None,0.5998461774871552,0
fault,EHCO,0.005,30,2,181.7052044143888,thermal,302.0,398.0,31.788079470198678,0,,394.0,212.2947955856112,6,1,0,None,0.5983533206877863,0
fault,EHCO,0.005,1,3,87.05594713886512,vibration,316.0,337.0,6.645569620253164,0,560.2151999992202,115.0,27.944052861134878,9,1,0,152.0,0.38786178657751846,1
fault,EHCO,0.005,2,3,87.05594713886512,vibration,325.0,319.0,-1.8461538461538463,0,573.2011000000057,111.0,23.944052861134878,1,1,0,147.0,0.3905828979026662,1
fault,EHCO,0.005,3,3,87.05594713886512,vibration,307.0,328.0,6.840390879478828,0,520.7649000003585,118.0,30.944052861134878,4,1,0,139.0,0.385898190131069,1
fault,EHCO,0.005,4,3,87.05594713886512,vibration,394.0,363.0,-7.868020304568528,0,558.0157999975199,115.0,27.944052861134878,7,1,0,153.0,0.37196162580989717,1
fault,EHCO,0.005,5,3,87.05594713886512,vibration,334.0,330.0,-1.1976047904191618,0,557.002299996384,114.0,26.944052861134878,0,1,0,136.0,0.3827753003516631,1
fault,EHCO,0.005,6,3,87.05594713886512,vibration,297.0,310.0,4.377104377104377,0,547.9100000011385,110.0,22.944052861134878,1,1,0,210.0,0.40658038876693675,1
fault,EHCO,0.005,7,3,87.05594713886512,vibration,355.0,378.0,6.478873239436619,0,552.7301000001899,117.0,29.944052861134878,0,1,0,150.0,0.3719938198111321,1
fault,EHCO,0.005,8,3,87.05594713886512,vibration,350.0,343.0,-2.0,0,569.6781000006013,112.0,24.944052861134878,4,1,0,153.0,0.38312438015231326,1
fault,EHCO,0.005,9,3,87.05594713886512,vibration,373.0,379.0,1.6085790884718498,0,533.9200999987952,110.0,22.944052861134878,7,1,0,135.0,0.36194848201779295,1
fault,EHCO,0.005,10,3,87.05594713886512,vibration,284.0,326.0,14.788732394366196,0,517.0589000008476,118.0,30.944052861134878,4,1,0,194.0,0.39911604017536645,1
fault,EHCO,0.005,11,3,87.05594713886512,vibration,321.0,308.0,-4.049844236760125,0,559.8139000030642,112.0,24.944052861134878,2,1,0,143.0,0.38353278927693,1
fault,EHCO,0.005,12,3,87.05594713886512,vibration,313.0,291.0,-7.0287539936102235,0,550.7594000009703,113.0,25.944052861134878,7,1,0,153.0,0.39792282826201153,1
fault,EHCO,0.005,13,3,87.05594713886512,vibration,312.0,356.0,14.102564102564102,0,564.375599999039,114.0,26.944052861134878,9,1,0,132.0,0.37174032224713965,1
fault,EHCO,0.005,14,3,87.05594713886512,vibration,280.0,319.0,13.928571428571429,0,573.237099997641,118.0,30.944052861134878,0,1,0,189.0,0.3998696421960836,1
fault,EHCO,0.005,15,3,87.05594713886512,vibration,369.0,297.0,-19.51219512195122,0,546.1309000020265,112.0,24.944052861134878,4,1,0,134.0,0.3975552060063081,1
fault,EHCO,0.005,16,3,87.05594713886512,vibration,300.0,360.0,20.0,0,554.4593000013265,111.0,23.944052861134878,9,1,0,140.0,0.3714816128742606,1
fault,EHCO,0.005,17,3,87.05594713886512,vibration,391.0,323.0,-17.391304347826086,0,564.8232999992615,111.0,23.944052861134878,4,1,0,154.0,0.3894861529467892,1
fault,EHCO,0.005,18,3,87.05594713886512,vibration,428.0,354.0,-17.289719626168225,0,546.1503000005905,121.0,33.94405286113488,5,1,0,187.0,0.3923222333909273,1
fault,EHCO,0.005,19,3,87.05594713886512,vibration,308.0,320.0,3.896103896103896,0,538.7035999992804,117.0,29.944052861134878,2,1,0,154.0,0.3978958875893515,1
fault,EHCO,0.005,20,3,87.05594713886512,vibration,399.0,341.0,-14.536340852130325,0,581.2804999986838,111.0,23.944052861134878,3,1,0,174.0,0.39197513406318235,1
fault,EHCO,0.005,21,3,87.05594713886512,vibration,337.0,306.0,-9.198813056379821,0,503.0333000031533,121.0,33.94405286113488,2,1,0,237.0,0.4375171031932846,1
fault,EHCO,0.005,22,3,87.05594713886512,vibration,344.0,289.0,-15.988372093023257,0,538.8448000012431,113.0,25.944052861134878,4,1,0,203.0,0.4250952093998702,1
fault,EHCO,0.005,23,3,87.05594713886512,vibration,357.0,367.0,2.801120448179272,0,560.198399998626,111.0,23.944052861134878,3,1,0,144.0,0.37290530618025197,1
fault,EHCO,0.005,24,3,87.05594713886512,vibration,275.0,283.0,2.909090909090909,0,533.2677999977022,118.0,30.944052861134878,0,1,0,174.0,0.4340866107426126,1
fault,EHCO,0.005,25,3,87.05594713886512,vibration,356.0,313.0,-12.07865168539326,0,542.9105999974126,112.0,24.944052861134878,5,1,0,154.0,0.3949767472084202,1
fault,EHCO,0.005,26,3,87.05594713886512,vibration,285.0,276.0,-3.1578947368421053,0,514.8186999977042,115.0,27.944052861134878,4,1,0,146.0,0.41579567184124194,1
fault,EHCO,0.005,27,3,87.05594713886512,vibration,473.0,330.0,-30.23255813953488,0,556.7566999998235,119.0,31.944052861134878,5,1,0,147.0,0.38879370906865574,1
fault,EHCO,0.005,28,3,87.05594713886512,vibration,335.0,365.0,8.955223880597014,0,549.1770999979053,116.0,28.944052861134878,5,1,0,157.0,0.37320654833395384,1
fault,EHCO,0.005,29,3,87.05594713886512,vibration,348.0,308.0,-11.494252873563218,0,536.3921999996819,112.0,24.944052861134878,1,1,0,205.0,0.4027771291628036,1
fault,EHCO,0.005,30,3,87.05594713886512,vibration,302.0,345.0,14.23841059602649,0,525.2729000021645,114.0,26.944052861134878,6,1,0,148.0,0.3793048446789519,1
fault,EHCO,0.005,1,4,64.21579955915043,vibration,316.0,332.0,5.063291139240507,0,568.785300001764,104.0,39.784200440849574,7,1,0,145.0,0.3799151201964152,1
fault,EHCO,0.005,2,4,64.21579955915043,vibration,325.0,317.0,-2.4615384615384617,0,595.6521999978577,94.0,29.784200440849574,4,1,0,123.0,0.37774432416356996,1
fault,EHCO,0.005,3,4,64.21579955915043,vibration,307.0,344.0,12.052117263843648,0,573.070700000244,96.0,31.784200440849574,0,1,0,108.0,0.36989019198254847,1
fault,EHCO,0.005,4,4,64.21579955915043,vibration,394.0,400.0,1.5228426395939088,0,566.2675000021409,97.0,32.784200440849574,9,1,0,175.0,0.36401028782748857,1
fault,EHCO,0.005,5,4,64.21579955915043,vibration,334.0,463.0,38.622754491017965,0,596.4372000016738,96.0,31.784200440849574,2,1,0,138.0,0.349538287543358,1
fault,EHCO,0.005,6,4,64.21579955915043,vibration,297.0,330.0,11.11111111111111,0,572.8290999977617,96.0,31.784200440849574,1,1,0,125.0,0.37760369304116415,1
fault,EHCO,0.005,7,4,64.21579955915043,vibration,355.0,310.0,-12.676056338028168,0,568.6883000016678,103.0,38.784200440849574,1,1,0,198.0,0.40738293425607364,1
fault,EHCO,0.005,8,4,64.21579955915043,vibration,350.0,381.0,8.857142857142856,0,601.024999999936,93.0,28.784200440849574,1,1,0,124.0,0.36093780122666,1
fault,EHCO,0.005,9,4,64.21579955915043,vibration,373.0,324.0,-13.136729222520108,0,553.7618000016664,96.0,31.784200440849574,1,1,0,120.0,0.37950131355330446,1
fault,EHCO,0.005,10,4,64.21579955915043,vibration,284.0,303.0,6.690140845070422,0,549.0854000017862,101.0,36.784200440849574,6,1,0,166.0,0.3916757557510473,1
fault,EHCO,0.005,11,4,64.21579955915043,vibration,321.0,353.0,9.968847352024921,0,578.1048999997438,103.0,38.784200440849574,4,1,0,147.0,0.3783198540707796,1
fault,EHCO,0.005,12,4,64.21579955915043,vibration,313.0,328.0,4.792332268370607,0,580.0028000012389,92.0,27.784200440849574,9,1,0,152.0,0.39031961989502434,1
fault,EHCO,0.005,13,4,64.21579955915043,vibration,312.0,303.0,-2.8846153846153846,0,569.4196000004013,98.0,33.784200440849574,1,1,0,130.0,0.3922301870720965,1
fault,EHCO,0.005,14,4,64.21579955915043,vibration,280.0,309.0,10.357142857142858,0,557.6130999979796,104.0,39.784200440849574,4,1,0,197.0,0.40972478060694917,1
fault,EHCO,0.005,15,4,64.21579955915043,vibration,369.0,340.0,-7.8590785907859075,0,570.082199999888,98.0,33.784200440849574,8,1,0,151.0,0.386319840522523,1
fault,EHCO,0.005,16,4,64.21579955915043,vibration,300.0,445.0,48.333333333333336,0,559.7183000027144,104.0,39.784200440849574,0,1,0,127.0,0.350924301980107,1
fault,EHCO,0.005,17,4,64.21579955915043,vibration,391.0,280.0,-28.388746803069054,0,565.9304000000702,99.0,34.784200440849574,5,1,0,200.0,0.4354129959492469,1
fault,EHCO,0.005,18,4,64.21579955915043,vibration,428.0,330.0,-22.897196261682243,0,587.970900000073,94.0,29.784200440849574,2,1,0,133.0,0.3798597122501869,1
fault,EHCO,0.005,19,4,64.21579955915043,vibration,308.0,347.0,12.662337662337661,0,564.6611000011035,101.0,36.784200440849574,4,1,0,170.0,0.3760431762112288,1
fault,EHCO,0.005,20,4,64.21579955915043,vibration,399.0,314.0,-21.303258145363408,0,575.7983000003151,101.0,36.784200440849574,8,1,0,121.0,0.3835421734053734,1
fault,EHCO,0.005,21,4,64.21579955915043,vibration,337.0,360.0,6.824925816023739,0,565.9620999977051,104.0,39.784200440849574,1,1,0,130.0,0.37165197254926574,1
fault,EHCO,0.005,22,4,64.21579955915043,vibration,344.0,305.0,-11.337209302325581,0,570.816499999637,96.0,31.784200440849574,3,1,0,140.0,0.400374115088304,1
fault,EHCO,0.005,23,4,64.21579955915043,vibration,357.0,351.0,-1.680672268907563,0,570.2372999985528,99.0,34.784200440849574,0,1,0,126.0,0.3708432836838193,1
fault,EHCO,0.005,24,4,64.21579955915043,vibration,275.0,332.0,20.727272727272727,0,545.2507000009064,96.0,31.784200440849574,4,1,0,184.0,0.39194295076600405,1
fault,EHCO,0.005,25,4,64.21579955915043,vibration,356.0,320.0,-10.112359550561797,0,546.6522999995505,105.0,40.784200440849574,2,1,0,160.0,0.39697746469738115,1
fault,EHCO,0.005,26,4,64.21579955915043,vibration,285.0,311.0,9.12280701754386,0,560.125899999548,97.0,32.784200440849574,2,1,0,111.0,0.3825923972679216,1
fault,EHCO,0.005,27,4,64.21579955915043,vibration,473.0,365.0,-22.832980972515855,0,572.551500001282,94.0,29.784200440849574,1,1,0,164.0,0.36908097009307,1
fault,EHCO,0.005,28,4,64.21579955915043,vibration,335.0,360.0,7.462686567164178,0,562.6155999998446,99.0,34.784200440849574,8,1,0,180.0,0.3753265334893721,1
fault,EHCO,0.005,29,4,64.21579955915043,vibration,348.0,347.0,-0.28735632183908044,0,556.547899999714,102.0,37.784200440849574,9,1,0,121.0,0.37173751716284154,1
fault,EHCO,0.005,30,4,64.21579955915043,vibration,302.0,306.0,1.3245033112582782,0,554.3820000020787,99.0,34.784200440849574,7,1,0,126.0,0.3895138015828003,1
